,2025-03-24,2025-03-27,2025-03-28,2025-03-29,2025-03-30,2025-03-31,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17,2025-04-18,2025-04-19,2025-04-20,2025-04-22,2025-04-23,2025-04-24,2025-04-25,2025-04-26,2025-04-27,2025-04-28,2025-04-29,2025-04-30,2025-05-01,2025-05-02,2025-05-03,2025-05-04,2025-05-05,2025-05-06,2025-05-07,2025-05-08,2025-05-09,2025-05-10,2025-05-11,2025-05-12,2025-05-13,2025-05-14,2025-05-15,2025-05-16,2025-05-17,2025-05-18,2025-05-19,2025-05-20,2025-05-21,2025-05-22,2025-05-23,2025-05-24,2025-05-25,2025-05-26,2025-05-27,2025-05-28,2025-05-29,2025-05-30,2025-05-31,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-20,2025-06-21,2025-06-22,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-17,2025-07-18,2025-07-19,2025-07-20,2025-07-21,2025-07-22,2025-07-23,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-10-01,2025-10-02,2025-10-03,2025-10-04,2025-10-05,2025-10-06,2025-10-07,2025-10-08,2025-10-09
05:30,,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,,0.0,,,,,-0.001,,,,,0.0,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,-0.001,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0006000000000000001,-0.0005666666666666667,-0.0007,-0.0007333333333333333,-0.001,-0.001,-0.0009,-0.0009333333333333333
06:00,,,,-0.001,,,-0.001,,,,-0.001,-0.001,,,0.0,,,-0.001,,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,,,,,,,,,,,,,,,,,,,,,0.0003333333333333333,0.3803,0.1108,0.027766666666666665,0.0067,0.0029666666666666665,0.012333333333333333,0.016366666666666665,0.03333333333333333
06:30,,,,-0.001,,,-0.001,,,,,-0.001,,,0.0,,,-0.001,,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,0.0205,1.1929333333333332,0.8297666666666667,0.21533333333333332,0.18823333333333334,0.19856666666666667,0.24969999999999998,0.10183333333333335,0.27863333333333334
07:00,,,,0.0,,,0.0019285714285714286,0.020999999999999998,,,,0.008466666666666667,,,0.006500000000000001,,,8.695652173913044e-05,0.014857142857142857,,,,0.0038333333333333336,,,,,0.00036666666666666667,,,,,,0.0,,,,,,-0.001,-0.001,,,,,,,-0.001,,,,,,,,,-0.00036842105263157896,0.0,,,,,,,,,0.0016,,,,,,,,,,,-0.00025,0.007692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,-0.000625,0.0,,,,,,,,,,,,,,,,,,,,0.05996666666666666,1.8080333333333334,1.8359999999999999,0.4923666666666667,0.6771666666666667,0.6027,0.6104666666666667,0.3432,0.7547999999999999
07:30,,,,0.03253333333333333,,,,0.16593333333333332,,,,0.49293333333333333,,,0.20173333333333332,,,,0.15806666666666666,,,,0.22813333333333335,,,,,0.12656666666666666,,,,,,0.0042,,,,,,,-0.00023333333333333333,,,,,,,0.0,0.0,,,,,,,,,0.0541,,,,,,,,,0.0254,0.24832,,,,,,,,,,,0.10124000000000001,0.41739999999999994,,,,,,,,,,,,,,,,,,,,,,,,,0.02188888888888889,0.12566666666666668,,,,,,,,,,,,,,,,,,,0.17136666666666667,2.3129,2.8511333333333337,0.8791,0.8879333333333332,0.8259000000000001,0.9006666666666666,0.7940333333333334,1.7268333333333332
08:00,,,,0.1183,,,,1.1486666666666667,,,,1.0353,,,1.1734,,,,1.2456333333333334,,,,0.9173666666666667,,,,,0.7161500000000001,1.9986000000000002,,,,,0.003,0.018392857142857145,,,,,,0.004,,,,,,,,0.004866666666666667,,,,,,,,,0.30696666666666667,,,,,,,,,,0.6929655172413793,,,,,,,,,,,,1.3181333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,0.185875,0.22845454545454544,,,,,,,,,,,,,,,,,,0.5879666666666666,3.6992,3.2516000000000003,0.8719333333333333,1.3197666666666668,1.3308666666666666,2.368133333333333,0.8159,2.6405000000000003
08:30,,,,0.39663333333333334,,,,2.8268333333333335,,,,1.9243999999999999,,,2.4554444444444443,1.1896666666666667,,,2.1142333333333334,,,,1.2309666666666668,,,,,,2.4659,,,,,,0.046,,,,,,0.041100000000000005,,,,,,,,0.025333333333333333,,,,,,,,,1.1742333333333332,,,,,,,,,,0.8803333333333333,,,,,,,,,,,,2.9026666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41606666666666664,0.6721333333333334,,,,,,,,,,,,,,,,,0.38803333333333334,4.908266666666666,4.232466666666666,1.8452666666666666,1.8971333333333333,0.979,2.3949333333333334,1.4241,2.8921666666666668
09:00,,,,0.7522333333333333,,,,3.9247333333333336,,,,2.3874,,,,3.8183,,,1.5920333333333334,,,,1.7305000000000001,4.021590909090909,,,,,2.3505666666666665,,,,,,0.040766666666666666,,,,,,0.07906666666666666,,,,,,,,0.049379310344827586,,,,,,,,,2.783866666666667,,,,,,,,,,1.7894666666666665,,,,,,,,,,,,4.010833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8763333333333333,,,,,,,,,,,,,,,,,0.7492333333333333,5.5745000000000005,4.7941,2.8994666666666666,2.0608999999999997,1.1796333333333335,3.0189000000000004,3.249,2.895566666666667
09:30,,,,0.90325,1.3985769230769232,,,4.142666666666667,,,,3.3344333333333336,,,,4.8004,,,1.6019,,,,,4.758633333333333,,,,,4.5663,,,,,,0.050499999999999996,,,,,,0.13833333333333334,,,,,,,,0.07053333333333334,,,,,,,,,4.137,,,,,,,,,,3.0653103448275862,,,,,,,,,,,,4.972133333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7622333333333333,,,,,,,,,,,,,,,,,0.8676999999999999,6.1102333333333325,5.4079,4.456,2.3528333333333333,3.834566666666667,3.3029,4.166433333333333,3.8558000000000003
10:00,,,,,2.1496,,,2.6574999999999998,,,,3.8089999999999997,,,,5.380833333333333,,,1.8677666666666668,,,,,5.024233333333333,,,,,5.017133333333334,,,,,,0.10333333333333333,,,,,,0.17306666666666667,,,,,,,,0.0896,0.1034,,,,,,,,4.7206,4.7128,,,,,,,,,4.865399999999999,,,,,,,,,,,,5.306,4.911840000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8392857142857143,1.0909565217391304,,,,,,,,,,,,,,,,0.3047,6.490933333333333,5.955,6.681933333333333,2.0941666666666667,4.548333333333333,1.6747333333333332,6.421633333333333,4.691999999999999
10:30,,,,,2.6943333333333332,,,3.4072666666666667,,,,3.4269333333333334,,,,5.745333333333334,,,2.6837,,,,,5.5619,,,,,3.7622666666666666,,,,,,0.20623333333333335,,,,,,0.18116666666666664,,,,,,,,,0.1263,,,,,,,,,5.0913666666666675,,,,,,,,,6.0536,,,,,,,,,,,,,4.2222333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6760333333333333,,,,,,,,,,,,,,,,0.3278,4.1447666666666665,6.508766666666667,4.528966666666666,1.2751333333333332,1.7471666666666665,1.1687666666666667,6.617900000000001,4.7056000000000004
11:00,,,,,3.0472333333333332,,,6.2937666666666665,,,,1.7756,,,,5.3633,,,3.4688333333333334,,,,,6.1667000000000005,,,,,6.006285714285714,5.345333333333333,,,,,0.31493333333333334,,,,,,0.25007142857142856,0.063375,,,,,,,,0.15786666666666666,,,,,,,,,4.570733333333334,,,,,,,,,6.276999999999999,6.399,,,,,,,,,,,,5.013,1.3645,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6664,1.9640952380952381,1.77,,,,,,,,,,,,,,1.1399333333333332,6.135266666666666,5.8488,6.176466666666667,3.1593,3.5622333333333334,1.2470333333333334,6.952366666666666,4.15976923076923
11:30,,,,,2.107466666666667,,,6.482200000000001,,,,4.593966666666666,,,,5.2853666666666665,,,3.3072333333333335,,,,,6.3592,,,,,,3.809366666666667,,,,,0.5164333333333333,,,,,,,0.0078,,,,,,,,0.1954,,,,,,,,,4.1864,,,,,,,,,,6.542633333333333,,,,,,,,,,,,,1.5524666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8726333333333334,,,,,,,,,,,,,,1.7892333333333332,7.092133333333334,6.4814,4.817633333333333,3.7912666666666666,2.9227,2.6274666666666664,6.912733333333334,
12:00,,,,,5.109566666666667,,,6.412304347826087,5.342,,,4.857066666666666,,,,4.221733333333334,,,2.2193666666666667,,,,,6.299866666666667,,,,,,1.9039,,,,,0.5273461538461539,0.4945,,,,,,0.0,,,,,,,,0.23559999999999998,,,,,,,,,4.012366666666667,,,,,,,,,,4.4243,,,,,,,,,,,,,1.2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.231,1.8777037037037037,,,,,,,,,,,,,0.6103000000000001,6.517733333333334,5.864366666666667,6.331533333333334,4.891533333333333,3.5592333333333332,1.0960333333333334,6.672700000000001,
12:30,,,,,4.3065,,,,6.112166666666667,,,1.7312666666666667,,,,2.7073666666666667,,,1.8185333333333333,,,,,6.182433333333334,,,,,,1.9403666666666666,,,,,,0.5928333333333333,,,,,,0.0,,,,,,,,0.2849333333333333,,,,,,,,,3.3026,,,,,,,,,,1.4353333333333333,,,,,,,,,,,,,5.805533333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1925333333333334,,,,,,,,,,,,,1.1260666666666668,7.0044,6.510133333333333,5.837133333333333,7.0526,2.8355333333333332,1.4254333333333333,6.5119,
13:00,,,,,4.965933333333334,,,,6.145866666666667,,,3.5335666666666667,,,,1.6217666666666666,,,2.1546000000000003,,,,,5.800666666666667,,,,,,2.4112666666666667,,,,,,0.527,,,,,,0.0,,,,,,,,,0.34090000000000004,,,,,,,,2.1789666666666667,,,,,,,,,,1.6380666666666668,,,,,,,,,,,,,7.1595172413793104,6.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3601333333333334,,,,,,,,,,,,,1.1066333333333334,6.6034,6.419066666666667,4.017333333333333,3.1838333333333333,4.938366666666667,1.4509666666666665,4.016666666666667,
13:30,,,,,4.721433333333334,,,,5.6587,,,2.8024545454545455,1.7205,,,1.6404666666666665,,,1.7492333333333332,,,,,5.542307692307692,5.140529411764706,,,,,3.3045666666666667,,,,,,0.2658,,,,,,0.0,,,,,,,,,0.3903666666666667,,,,,,,,2.615,2.6666315789473685,,,,,,,,,1.9919166666666666,3.8522777777777772,,,,,,,,,,,,,6.463933333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8165714285714287,3.2476956521739133,,,,,,,,,,,,0.6813666666666667,6.1348,5.4415000000000004,5.744,1.7797666666666667,3.6499333333333337,0.7182666666666667,2.7371333333333334,
14:00,,,,,4.5188,,,,5.163466666666666,,,,1.8477333333333334,,,1.3842666666666665,,,2.157,1.4263928571428572,,,,,4.2369,,,,,3.070333333333333,,,,,,0.031933333333333334,,,,,,0.0,0.0,,,,,,,,0.7988333333333333,,,,,,,,,3.0103333333333335,,,,,,,,,,5.239133333333333,,,,,,,,,,,,,4.6269583333333335,5.120666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0215625,2.9110714285714288,,,,,,,,,,,0.5622666666666666,5.488166666666667,4.038033333333334,2.3985,1.3652333333333333,3.8202,0.48869999999999997,3.4102333333333332,
14:30,,,,,2.8267666666666664,,,,4.041033333333333,,,,1.7756666666666667,,,0.9012666666666667,,,,0.48206666666666664,,,,,2.4504333333333337,,,,,3.8416333333333332,,,,,,0.04896666666666667,,,,,,,0.0,,,,,,,,1.2922666666666667,,,,,,,,,1.5628333333333333,,,,,,,,,,1.8104666666666667,,,,,,,,,,,,,,3.9887333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2886666666666664,4.735416666666667,,,,,,,,,,0.34163333333333334,4.693333333333333,3.7653000000000003,3.2823333333333333,2.4004666666666665,4.2859,0.5324333333333333,3.0628,
15:00,,2.411714285714286,,,2.6803793103448275,,,,1.9715,,,,1.2451666666666665,,,0.6452068965517241,,,,0.2089,,,,,2.1498666666666666,,,,,1.1456333333333333,,,,,,0.008866666666666667,,,,,,,0.0,,,,,,,,1.7023333333333333,,,,,,,,,1.1872666666666667,,,,,,,,,,3.191,1.2882222222222224,,,,,,,,,,,,,2.8714761904761907,2.948888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5655,3.159777777777778,0.829,1.069181818181818,1.752,2.257,,,,,0.36869999999999997,3.7890333333333337,3.1213333333333333,1.0737666666666668,1.4377666666666669,2.9699999999999998,0.3530333333333333,0.6517999999999999,
15:30,,1.7226,,,1.7106,,,,0.9947,,,,1.8728666666666667,,,0.6298214285714286,0.2945,,,0.11066666666666666,,,,,0.6268666666666667,,,,,0.9237333333333333,,,,,,0.0,,,,,,,0.0,,,,,,,,1.4155862068965517,1.148,,,,,,,,1.6547826086956523,0.75,,,,,,,,,,2.3511666666666664,,,,,,,,,,,,,,1.4462666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.346,2.017,1.6615454545454547,,,0.36773333333333336,2.8054333333333332,2.5544000000000002,0.6004666666666666,0.6841,0.8748,0.2875333333333333,0.29306666666666664,
16:00,,0.3167666666666667,,,0.30376666666666663,,,,0.22236666666666668,,,,0.4409666666666666,,,,0.2751666666666666,,,0.03343333333333333,,,,,0.34823333333333334,,,,,0.5510833333333334,0.37066666666666664,,,,,0.0,,,,,,,0.0,,,,,,,,,0.6209666666666667,,,,,,,,,0.9788333333333334,,,,,,,,,,1.0103333333333333,,,,,,,,,,,,,,0.7815333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923,0.7335,0.64,0.07733333333333332,1.7458666666666667,1.4990999999999999,0.5832333333333334,0.33490000000000003,0.7475,0.17733333333333334,0.7646666666666667,
16:30,,0.06536666666666667,,,0.04363333333333333,,,,0.05486666666666666,,,,0.0458,,,,0.052866666666666666,,,0.0014333333333333331,,,,,0.1162,,,,,,0.1031,,,,,0.0,,,,,,,0.0,,,,,,,,,0.07886666666666667,,,,,,,,,0.12973333333333334,,,,,,,,,,0.10562068965517242,,,,,,,,,,,,,,0.26,0.10875862068965517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8148666666666667,0.7722,0.41483333333333333,0.1436,0.6578666666666667,0.06286666666666667,0.8590666666666668,
17:00,,0.0,,,0.0,,,,0.0,,,,6.666666666666667e-05,,,,0.0,,,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0015,,,,,,,,,,0.00368,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028333333333333335,0.23553333333333332,0.15786666666666666,0.09369999999999999,0.05103333333333333,0.2766,0.0103,0.14066666666666666,
17:30,,0.0,,,0.0,,,,0.0,0.0,,,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.022533333333333332,0.0038666666666666667,0.0,0.0,0.002533333333333333,0.0,0.0044666666666666665,
18:00,,0.0,,,0.0,,,,,0.0,,,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18:30,,0.0,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:00,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19:30,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:00,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20:30,,-0.0009000000000000001,-0.001,,,-0.0009333333333333333,,,,-0.0009333333333333333,,,0.0,0.0,,,-0.0009666666666666667,,,,0.0,,,,,-0.0009333333333333333,,,,,0.0,,,,,,-0.0009333333333333333,,,,,,,,-0.0009333333333333333,,,,,,,,-0.0007142857142857143,-0.001,,,,,,,,,-0.0009333333333333333,,,,,,,,,,-0.0008823529411764705,-0.001,,,,,,,,,,,,,,,,-0.0009333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,-0.0009333333333333333,
21:00,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,0.0,0.0,,,,,-0.001,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,-0.001,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
21:30,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
22:00,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,-0.001,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
22:30,,,-0.001,,,-0.001,,,,-0.001,,,,0.0,,,-0.001,,,,0.0,,,,,-0.001,,,,,,0.0,,,,,,-0.001,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,-0.001,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,
